iter	Logloss
0	0.6177669506
5	0.402542651
10	0.3033836786
15	0.2383077228
20	0.1943479375
25	0.1609064802
30	0.1397893704
35	0.1220315329
40	0.1101410832
45	0.1016372412
50	0.09224340544
55	0.0844311834
60	0.07542051382
65	0.06903750932
70	0.06442307228
75	0.05995134133
80	0.0573108328
85	0.05316646614
90	0.04992527219
95	0.04668992009
100	0.04338908555
105	0.04068513132
110	0.03818722107
115	0.03595634921
120	0.03326831032
125	0.03121855271
130	0.02965282316
135	0.02779555201
140	0.02598609397
145	0.02494282459
150	0.02364294014
155	0.02257296069
160	0.02149448203
165	0.02074080855
170	0.01961125201
175	0.01867011085
180	0.01746005149
185	0.01689363844
190	0.01606129162
195	0.01541851274
200	0.01470716994
205	0.01422292743
210	0.0137576374
215	0.01330994362
220	0.01267886282
225	0.01231615747
230	0.01199667418
235	0.01163976516
240	0.01123919559
245	0.01099030097
250	0.01059740991
255	0.009990147011
260	0.009719313689
265	0.009519526108
270	0.009283364119
275	0.009104217117
280	0.008829173131
285	0.008650437072
290	0.008507940637
295	0.008286368907
300	0.008091137637
305	0.007826448086
310	0.00764591011
315	0.0074893338
320	0.007332076978
325	0.007192557781
330	0.007026626836
335	0.006828816093
340	0.006609925074
345	0.00647003447
350	0.006303917223
355	0.006196413807
360	0.006136473699
365	0.005984230257
370	0.005854652755
375	0.00569255987
380	0.005571616355
385	0.005441984939
390	0.005383379495
395	0.005296209949
400	0.005221985692
405	0.005144644023
410	0.005058565331
415	0.004952178828
420	0.004905374206
425	0.004832864407
430	0.004749680883
435	0.004670431266
440	0.004582841492
445	0.004539814726
450	0.004456994522
455	0.004404930613
460	0.004324333752
465	0.004257906921
470	0.004192952834
475	0.004154284995
480	0.004099475079
485	0.004037636608
490	0.003960565406
495	0.003910110524
500	0.003830213942
505	0.003776677889
510	0.0037170382
515	0.003656517022
520	0.003603139714
525	0.003558347273
530	0.003519530572
535	0.003469157459
540	0.003426931312
545	0.003388147857
550	0.003351620394
555	0.003310674399
560	0.003268880461
565	0.003223345208
570	0.003196050773
575	0.003151199027
580	0.003122127236
585	0.003093109358
590	0.003061265802
595	0.003018368429
600	0.002986737232
605	0.002955300724
610	0.002927351537
615	0.002900550114
620	0.002851091438
625	0.002819737597
630	0.002799686775
635	0.00277251095
640	0.002755555975
645	0.002728108186
650	0.00271140301
655	0.00269150075
660	0.002669340702
665	0.00264953309
670	0.002624837298
675	0.002603905584
680	0.002575514305
685	0.002561206494
690	0.002533190514
695	0.002518446002
700	0.002502157461
705	0.002491448093
710	0.00246924716
715	0.002452292634
720	0.002431725887
725	0.002411492656
730	0.002397169719
735	0.002384864056
740	0.002365599326
745	0.002346398693
750	0.00233046104
755	0.002306880064
760	0.0022866675
765	0.002269502111
770	0.002251616674
775	0.00223459221
780	0.002221942697
785	0.002198039886
790	0.002183125247
795	0.00216157023
800	0.00214786865
805	0.002135500387
810	0.002120538722
815	0.002101971276
820	0.002080313225
825	0.002063312273
830	0.002052602456
835	0.002045330989
840	0.00203127882
845	0.002016919192
850	0.002007137291
855	0.001995071095
860	0.001979171331
865	0.001966988322
870	0.001955914887
875	0.001944762229
880	0.001930106824
885	0.001912099632
890	0.001897658235
895	0.001887824517
900	0.001877683491
905	0.001866396498
910	0.001854508067
915	0.001843963436
920	0.001837034621
925	0.001822657621
930	0.001811841175
935	0.00180304979
940	0.00179231706
945	0.001781573847
950	0.001771064709
955	0.001763353695
960	0.001749249259
965	0.001741770224
970	0.001732426822
975	0.001724155854
980	0.001709601687
985	0.001693615812
990	0.001684868306
995	0.001673475432
999	0.001664861962
