iter	Passed	Remaining
496	17300	17509
497	17334	17474
498	17369	17438
499	17403	17403
500	17438	17368
501	17474	17334
502	17509	17300
503	17544	17265
504	17579	17231
505	17617	17199
506	17653	17166
507	17689	17132
508	17724	17097
509	17758	17061
510	17793	17027
511	17827	16992
512	17862	16957
513	17896	16921
514	17931	16886
515	17965	16851
516	18000	16816
517	18035	16781
518	18070	16747
519	18104	16711
520	18138	16676
521	18172	16640
522	18207	16605
523	18241	16570
524	18276	16535
525	18311	16500
526	18346	16466
527	18380	16431
528	18414	16395
529	18450	16361
530	18486	16327
531	18521	16293
532	18555	16258
533	18590	16223
534	18624	16187
535	18659	16153
536	18694	16118
537	18729	16083
538	18764	16049
539	18799	16014
540	18834	15979
541	18869	15945
542	18904	15910
543	18938	15874
544	18971	15839
545	19006	15804
546	19041	15769
547	19076	15734
548	19111	15699
549	19146	15665
550	19180	15629
551	19215	15594
552	19249	15559
553	19284	15525
554	19319	15490
555	19354	15455
556	19389	15420
557	19424	15386
558	19458	15351
559	19493	15316
560	19528	15281
561	19562	15246
562	19598	15212
563	19633	15177
564	19668	15142
565	19703	15108
566	19738	15073
567	19774	15039
568	19810	15005
569	19845	14970
570	19879	14935
571	19914	14900
572	19949	14866
573	19984	14831
574	20018	14796
575	20054	14762
576	20089	14727
577	20124	14692
578	20158	14657
579	20193	14622
580	20228	14587
581	20262	14553
582	20296	14517
583	20332	14483
584	20369	14450
585	20405	14415
586	20440	14381
587	20474	14346
588	20509	14311
589	20543	14276
590	20578	14241
591	20617	14209
592	20652	14174
593	20696	14145
594	20733	14112
595	20768	14078
596	20804	14044
597	20839	14009
598	20874	13974
599	20909	13939
600	20943	13904
601	20979	13869
602	21014	13835
603	21049	13800
604	21085	13766
605	21119	13731
606	21154	13696
607	21191	13662
608	21225	13627
609	21259	13592
610	21294	13557
611	21329	13522
612	21363	13487
613	21398	13452
614	21435	13418
615	21471	13384
616	21505	13349
617	21539	13314
618	21574	13279
619	21608	13243
620	21643	13209
621	21677	13173
622	21711	13138
623	21746	13103
624	21782	13069
625	21818	13035
626	21852	13000
627	21887	12965
628	21921	12929
629	21955	12894
630	21990	12859
631	22024	12824
632	22059	12789
633	22092	12753
634	22127	12718
635	22162	12684
636	22197	12649
637	22231	12614
638	22266	12579
639	22300	12544
640	22336	12509
641	22371	12474
642	22405	12439
643	22440	12404
644	22473	12369
645	22508	12334
646	22543	12299
647	22578	12264
648	22613	12229
649	22647	12195
650	22682	12159
651	22716	12124
652	22751	12089
653	22785	12054
654	22819	12019
655	22852	11983
656	22886	11948
657	22923	11914
658	22958	11879
659	22991	11844
660	23026	11809
661	23060	11774
662	23095	11739
663	23128	11703
664	23163	11668
665	23198	11634
666	23233	11599
667	23268	11564
668	23302	11529
669	23338	11494
670	23372	11460
671	23407	11425
672	23442	11390
673	23477	11355
674	23511	11320
675	23548	11286
676	23581	11250
677	23616	11215
678	23649	11180
679	23684	11145
680	23719	11110
681	23753	11075
682	23789	11041
683	23823	11006
684	23858	10971
685	23892	10936
686	23926	10901
687	23961	10866
688	23996	10831
689	24030	10796
690	24066	10762
691	24101	10727
692	24134	10691
693	24168	10656
694	24201	10620
695	24235	10585
696	24269	10550
697	24304	10515
698	24339	10481
699	24373	10445
700	24409	10411
701	24443	10376
702	24478	10341
703	24512	10306
704	24547	10271
705	24582	10236
706	24617	10202
707	24652	10167
708	24688	10133
709	24725	10099
710	24760	10064
711	24796	10030
712	24832	9995
713	24867	9961
714	24902	9926
715	24939	9892
716	24973	9857
717	25009	9822
718	25043	9787
719	25077	9752
720	25111	9717
721	25146	9682
722	25180	9647
723	25215	9612
724	25251	9577
725	25287	9543
726	25322	9508
727	25357	9474
728	25392	9439
729	25427	9404
730	25462	9369
731	25496	9334
732	25531	9299
733	25565	9265
734	25599	9229
735	25634	9194
736	25669	9160
737	25704	9125
738	25739	9090
739	25774	9055
740	25808	9020
741	25843	8986
742	25878	8951
743	25914	8916
744	25949	8882
745	25984	8847
746	26019	8812
747	26054	8777
748	26088	8742
749	26123	8707
750	26158	8673
751	26193	8638
752	26227	8603
753	26261	8567
754	26295	8532
755	26329	8497
756	26362	8462
757	26397	8427
758	26433	8393
759	26467	8358
760	26502	8323
761	26536	8288
762	26570	8253
763	26605	8218
764	26641	8183
765	26675	8149
766	26709	8113
767	26744	8078
768	26782	8045
769	26819	8011
770	26856	7976
771	26891	7941
772	26925	7907
773	26960	7872
774	26994	7837
775	27030	7802
776	27065	7767
777	27100	7732
778	27134	7698
779	27170	7663
780	27204	7628
781	27239	7593
782	27275	7559
783	27311	7524
784	27347	7490
785	27383	7455
786	27419	7421
787	27455	7386
788	27490	7351
789	27525	7316
790	27560	7282
791	27595	7247
792	27629	7212
793	27664	7177
794	27700	7142
795	27734	7107
796	27769	7073
797	27803	7037
798	27838	7003
799	27871	6967
800	27906	6932
801	27940	6897
802	27974	6863
803	28009	6828
804	28044	6793
805	28078	6758
806	28113	6723
807	28148	6688
808	28182	6653
809	28216	6618
810	28251	6583
811	28285	6548
812	28319	6513
813	28353	6478
814	28388	6444
815	28423	6409
816	28457	6374
817	28493	6339
818	28527	6304
819	28561	6269
820	28596	6234
821	28631	6199
822	28664	6164
823	28698	6129
824	28732	6094
825	28767	6059
826	28803	6025
827	28838	5990
828	28872	5955
829	28908	5920
830	28943	5886
831	28977	5851
832	29010	5816
833	29045	5781
834	29080	5746
835	29116	5711
836	29151	5676
837	29190	5643
838	29228	5608
839	29264	5574
840	29299	5539
841	29334	5504
842	29369	5469
843	29403	5434
844	29438	5400
845	29473	5365
846	29509	5330
847	29543	5295
848	29579	5260
849	29615	5226
850	29651	5191
851	29687	5157
852	29723	5122
853	29759	5087
854	29794	5052
855	29831	5018
856	29866	4983
857	29901	4948
858	29935	4913
859	29971	4879
860	30006	4844
861	30041	4809
862	30077	4774
863	30114	4740
864	30149	4705
865	30185	4670
866	30221	4636
867	30257	4601
868	30294	4566
869	30331	4532
870	30368	4497
871	30404	4463
872	30441	4428
873	30476	4393
874	30513	4359
875	30549	4324
876	30584	4289
877	30619	4254
878	30654	4219
879	30689	4184
880	30723	4150
881	30758	4115
882	30792	4080
883	30828	4045
884	30865	4010
885	30901	3976
886	30935	3941
887	30971	3906
888	31005	3871
889	31040	3836
890	31076	3801
891	31112	3766
892	31147	3732
893	31182	3697
894	31216	3662
895	31253	3627
896	31289	3592
897	31326	3558
898	31365	3523
899	31403	3489
900	31442	3454
901	31480	3420
902	31519	3385
903	31558	3351
904	31596	3316
905	31634	3282
906	31672	3247
907	31711	3213
908	31750	3178
909	31788	3143
910	31826	3109
911	31864	3074
912	31900	3039
913	31939	3005
914	31975	2970
915	32012	2935
916	32049	2900
917	32087	2866
918	32124	2831
919	32162	2796
920	32200	2762
921	32238	2727
922	32277	2692
923	32316	2658
924	32353	2623
925	32387	2588
926	32425	2553
927	32465	2518
928	32504	2484
929	32543	2449
930	32581	2414
931	32618	2379
932	32655	2345
933	32692	2310
934	32729	2275
935	32766	2240
936	32803	2205
937	32839	2170
938	32877	2135
939	32911	2100
940	32948	2065
941	32985	2030
942	33021	1996
943	33057	1961
944	33092	1926
945	33127	1891
946	33163	1856
947	33199	1821
948	33234	1786
949	33273	1751
950	33312	1716
951	33347	1681
952	33383	1646
953	33418	1611
954	33456	1576
955	33494	1541
956	33530	1506
957	33565	1471
958	33600	1436
959	33635	1401
960	33670	1366
961	33705	1331
962	33741	1296
963	33777	1261
964	33814	1226
965	33850	1191
966	33884	1156
967	33919	1121
968	33954	1086
969	33989	1051
970	34024	1016
971	34060	981
972	34094	946
973	34129	911
974	34164	876
975	34199	840
976	34233	805
977	34267	770
978	34301	735
979	34335	700
980	34369	665
981	34403	630
982	34439	595
983	34473	560
984	34509	525
985	34544	490
986	34578	455
987	34613	420
988	34647	385
989	34682	350
990	34718	315
991	34753	280
992	34788	245
993	34823	210
994	34859	175
995	34894	140
996	34927	105
997	34963	70
998	34998	35
999	35034	0
