iter	Logloss
0	0.609911818
5	0.350573094
10	0.2416492635
15	0.1750452818
20	0.1458498892
25	0.1217600664
30	0.101995334
35	0.09023770855
40	0.07759511651
45	0.06848691816
50	0.0634407446
55	0.05714235354
60	0.0500616572
65	0.04511230795
70	0.03976741388
75	0.03581869183
80	0.03275439008
85	0.030502904
90	0.02784177886
95	0.02566489502
100	0.0243176743
105	0.02317836177
110	0.02160088621
115	0.02052908087
120	0.01895341681
125	0.01799860672
130	0.01715346796
135	0.01635468785
140	0.01572010385
145	0.01528028507
150	0.01477398345
155	0.01395692059
160	0.01332539649
165	0.01302891161
170	0.01268688997
175	0.01209212787
180	0.01162284703
185	0.01115677465
190	0.01076468271
195	0.01052932164
200	0.01013888187
205	0.01004979718
210	0.009918033777
215	0.009526379743
220	0.009364912857
225	0.008985751238
230	0.008742752387
235	0.008555067244
240	0.008348719559
245	0.008128792796
250	0.00781173742
255	0.007635973806
260	0.007417556629
265	0.00713801384
270	0.007010973878
275	0.006773574867
280	0.006578316042
285	0.006410657461
290	0.00623646094
295	0.006018252828
300	0.005959888199
305	0.00584691733
310	0.005785329857
315	0.005670073643
320	0.005563638917
325	0.005335810196
330	0.005198568555
335	0.005034771996
340	0.004930665445
345	0.004800655135
350	0.004737121076
355	0.00470063315
360	0.004633751946
365	0.004570696522
370	0.00449799473
375	0.004424323988
380	0.00436977825
385	0.004287371683
390	0.004230717019
395	0.004176551373
400	0.004079889413
405	0.004001949001
410	0.003895457965
415	0.003844706257
420	0.003807420108
425	0.003739440261
430	0.003666104084
435	0.003627917874
440	0.003588561736
445	0.003538930236
450	0.003457842161
455	0.003390578768
460	0.003330876779
465	0.003297712336
470	0.003244824745
475	0.003169991862
480	0.003129762321
485	0.00307921279
490	0.003045649085
495	0.002999515689
500	0.002968879501
505	0.002911392169
510	0.002879296116
515	0.00285959723
520	0.002819281128
525	0.002796464529
530	0.002762118177
535	0.002729176876
540	0.002700935057
545	0.002686303764
550	0.00265999056
555	0.00262159798
560	0.002604470481
565	0.002590980063
570	0.002575022491
575	0.002539413359
580	0.002503896478
585	0.002480300228
590	0.002454974394
595	0.002435135632
600	0.002418273358
605	0.00239691932
610	0.002369195073
615	0.002340722024
620	0.002321880067
625	0.00230542619
630	0.002273786308
635	0.002251516634
640	0.002225003051
645	0.002210328327
650	0.002182515273
655	0.002171691938
660	0.002157079215
665	0.002137318029
670	0.002122043066
675	0.002100085793
680	0.002089820615
685	0.002065549544
690	0.002048327995
695	0.002030690112
700	0.002007923983
705	0.001984995663
710	0.00196366409
715	0.001954603285
720	0.001942431358
725	0.00193423482
730	0.001923130385
735	0.001914800411
740	0.001903247893
745	0.001887020304
750	0.001868690378
755	0.001859291415
760	0.001840311379
765	0.001829100763
770	0.001819360795
775	0.001805368979
780	0.001798681129
785	0.001786082683
790	0.00177421447
795	0.001764021028
800	0.001750932866
805	0.001738019625
810	0.001724532501
815	0.001714640227
820	0.001697262927
825	0.00167983995
830	0.001668429854
835	0.001654535083
840	0.001640362656
845	0.001629426401
850	0.001623123435
855	0.00161134987
860	0.001604186231
865	0.001595660819
870	0.001586510009
875	0.001576902878
880	0.001573034267
885	0.001569883308
890	0.001560887949
895	0.001552178632
900	0.001544200296
905	0.001535462075
910	0.001524558918
915	0.001509698492
920	0.001499601944
925	0.001487203729
930	0.001475271568
935	0.001469962112
940	0.001462596445
945	0.001454157745
950	0.001443981376
955	0.001432972038
960	0.001430224234
965	0.001422070678
970	0.001413314187
975	0.001406238756
980	0.001396014762
985	0.001388524645
990	0.001382892156
995	0.001370504573
999	0.001364562679
