iter	Passed	Remaining
413	14550	20595
414	14585	20559
415	14618	20522
416	14653	20486
417	14687	20449
418	14721	20414
419	14755	20376
420	14789	20340
421	14823	20302
422	14857	20266
423	14892	20231
424	14926	20194
425	14959	20156
426	14994	20121
427	15029	20086
428	15064	20051
429	15099	20015
430	15134	19979
431	15169	19945
432	15202	19907
433	15235	19869
434	15269	19832
435	15302	19794
436	15335	19757
437	15370	19722
438	15405	19686
439	15440	19650
440	15474	19615
441	15509	19579
442	15543	19542
443	15577	19506
444	15611	19470
445	15646	19435
446	15680	19398
447	15713	19361
448	15748	19325
449	15782	19289
450	15815	19252
451	15850	19216
452	15884	19180
453	15917	19143
454	15952	19107
455	15986	19071
456	16021	19036
457	16055	19000
458	16090	18964
459	16124	18928
460	16158	18891
461	16192	18855
462	16225	18819
463	16259	18782
464	16294	18747
465	16330	18713
466	16364	18677
467	16399	18642
468	16435	18607
469	16470	18573
470	16506	18538
471	16540	18503
472	16573	18466
473	16607	18429
474	16644	18396
475	16679	18361
476	16714	18326
477	16749	18291
478	16785	18257
479	16820	18221
480	16854	18186
481	16890	18151
482	16925	18117
483	16960	18081
484	16994	18045
485	17030	18011
486	17067	17978
487	17101	17943
488	17137	17908
489	17172	17873
490	17207	17838
491	17241	17802
492	17275	17765
493	17309	17730
494	17344	17694
495	17379	17659
496	17413	17624
497	17449	17589
498	17484	17554
499	17517	17517
500	17552	17482
501	17586	17446
502	17621	17410
503	17656	17376
504	17691	17340
505	17726	17305
506	17761	17270
507	17796	17236
508	17831	17200
509	17866	17165
510	17901	17131
511	17935	17095
512	17970	17059
513	18004	17023
514	18037	16986
515	18071	16951
516	18107	16916
517	18142	16881
518	18176	16845
519	18209	16809
520	18243	16773
521	18277	16736
522	18310	16700
523	18346	16665
524	18380	16630
525	18413	16593
526	18448	16557
527	18483	16522
528	18517	16486
529	18550	16450
530	18584	16414
531	18617	16378
532	18651	16341
533	18685	16305
534	18718	16269
535	18753	16234
536	18789	16199
537	18824	16165
538	18860	16130
539	18894	16095
540	18929	16060
541	18963	16024
542	18998	15989
543	19033	15954
544	19069	15920
545	19105	15885
546	19140	15851
547	19174	15815
548	19207	15779
549	19240	15742
550	19274	15706
551	19308	15670
552	19341	15634
553	19376	15599
554	19410	15563
555	19444	15527
556	19481	15494
557	19515	15458
558	19548	15421
559	19582	15385
560	19617	15351
561	19651	15315
562	19685	15279
563	19718	15243
564	19752	15207
565	19786	15171
566	19819	15135
567	19853	15099
568	19889	15065
569	19924	15031
570	19961	14997
571	19996	14962
572	20030	14926
573	20066	14892
574	20102	14858
575	20141	14826
576	20177	14792
577	20214	14758
578	20250	14724
579	20285	14689
580	20319	14654
581	20353	14618
582	20388	14583
583	20424	14549
584	20458	14513
585	20493	14478
586	20528	14443
587	20562	14407
588	20598	14373
589	20633	14338
590	20668	14303
591	20701	14267
592	20736	14232
593	20771	14197
594	20805	14161
595	20840	14126
596	20875	14091
597	20909	14056
598	20943	14020
599	20978	13985
600	21014	13951
601	21049	13916
602	21084	13881
603	21119	13846
604	21154	13811
605	21189	13776
606	21224	13741
607	21258	13706
608	21292	13670
609	21326	13634
610	21360	13599
611	21394	13564
612	21430	13529
613	21465	13494
614	21499	13459
615	21534	13424
616	21569	13388
617	21603	13353
618	21637	13317
619	21670	13281
620	21703	13245
621	21738	13211
622	21773	13176
623	21808	13141
624	21841	13105
625	21876	13070
626	21911	13034
627	21944	12999
628	21979	12964
629	22014	12929
630	22048	12893
631	22082	12858
632	22118	12823
633	22157	12791
634	22190	12755
635	22224	12719
636	22258	12684
637	22292	12648
638	22326	12613
639	22359	12577
640	22394	12542
641	22429	12507
642	22469	12475
643	22502	12439
644	22537	12404
645	22572	12369
646	22608	12334
647	22645	12301
648	22681	12267
649	22716	12231
650	22751	12197
651	22786	12162
652	22822	12127
653	22860	12094
654	22895	12059
655	22930	12024
656	22965	11989
657	23000	11954
658	23034	11919
659	23068	11883
660	23101	11848
661	23137	11813
662	23172	11778
663	23207	11743
664	23240	11707
665	23277	11673
666	23311	11638
667	23346	11603
668	23381	11568
669	23417	11533
670	23452	11499
671	23487	11464
672	23522	11428
673	23556	11393
674	23590	11358
675	23625	11323
676	23658	11287
677	23692	11252
678	23727	11217
679	23762	11182
680	23796	11147
681	23831	11111
682	23865	11076
683	23900	11041
684	23935	11006
685	23970	10971
686	24004	10936
687	24038	10901
688	24072	10865
689	24106	10830
690	24141	10795
691	24177	10761
692	24213	10726
693	24250	10692
694	24284	10657
695	24318	10622
696	24353	10586
697	24387	10551
698	24422	10516
699	24456	10481
700	24491	10446
701	24527	10411
702	24562	10377
703	24598	10342
704	24632	10307
705	24667	10272
706	24702	10237
707	24737	10202
708	24772	10167
709	24807	10132
710	24842	10097
711	24877	10062
712	24911	10027
713	24946	9992
714	24982	9957
715	25016	9922
716	25051	9887
717	25086	9852
718	25121	9818
719	25154	9782
720	25190	9747
721	25224	9712
722	25259	9677
723	25295	9642
724	25330	9608
725	25366	9573
726	25404	9539
727	25438	9504
728	25472	9469
729	25507	9434
730	25542	9399
731	25578	9364
732	25615	9330
733	25650	9295
734	25684	9260
735	25718	9225
736	25753	9190
737	25788	9155
738	25822	9120
739	25857	9084
740	25892	9050
741	25927	9015
742	25961	8979
743	25995	8944
744	26030	8909
745	26064	8874
746	26097	8838
747	26131	8803
748	26165	8768
749	26199	8733
750	26233	8697
751	26267	8662
752	26300	8627
753	26333	8591
754	26367	8556
755	26403	8521
756	26436	8486
757	26471	8451
758	26505	8416
759	26539	8380
760	26573	8345
761	26610	8311
762	26644	8276
763	26679	8241
764	26714	8206
765	26750	8171
766	26784	8136
767	26819	8101
768	26855	8067
769	26888	8031
770	26923	7996
771	26958	7961
772	26993	7926
773	27028	7891
774	27062	7856
775	27097	7821
776	27131	7786
777	27166	7751
778	27201	7716
779	27235	7681
780	27271	7647
781	27306	7612
782	27340	7577
783	27374	7542
784	27408	7506
785	27442	7471
786	27478	7436
787	27512	7401
788	27546	7366
789	27580	7331
790	27614	7296
791	27649	7261
792	27684	7226
793	27718	7191
794	27752	7156
795	27788	7121
796	27823	7086
797	27858	7051
798	27893	7016
799	27927	6981
800	27962	6946
801	27996	6911
802	28030	6876
803	28065	6841
804	28099	6806
805	28133	6771
806	28168	6736
807	28204	6702
808	28238	6667
809	28273	6632
810	28307	6596
811	28342	6561
812	28376	6526
813	28414	6492
814	28447	6457
815	28482	6422
816	28519	6388
817	28553	6352
818	28586	6317
819	28622	6282
820	28657	6248
821	28692	6213
822	28727	6178
823	28762	6143
824	28798	6108
825	28835	6074
826	28869	6039
827	28903	6004
828	28937	5969
829	28971	5933
830	29006	5899
831	29040	5863
832	29073	5828
833	29117	5795
834	29161	5762
835	29204	5729
836	29245	5695
837	29284	5661
838	29319	5626
839	29353	5591
840	29387	5556
841	29422	5521
842	29456	5486
843	29490	5450
844	29523	5415
845	29558	5380
846	29595	5346
847	29628	5310
848	29663	5275
849	29697	5240
850	29733	5205
851	29767	5170
852	29801	5135
853	29835	5100
854	29868	5065
855	29903	5030
856	29939	4995
857	29974	4960
858	30008	4925
859	30042	4890
860	30076	4855
861	30109	4820
862	30143	4785
863	30177	4750
864	30210	4714
865	30244	4679
866	30278	4644
867	30313	4609
868	30348	4574
869	30382	4539
870	30421	4505
871	30462	4471
872	30503	4437
873	30545	4403
874	30588	4369
875	30629	4335
876	30662	4300
877	30697	4265
878	30731	4230
879	30766	4195
880	30799	4160
881	30833	4125
882	30868	4090
883	30902	4055
884	30937	4020
885	30972	3985
886	31006	3950
887	31040	3915
888	31075	3880
889	31109	3844
890	31142	3809
891	31176	3774
892	31211	3739
893	31249	3705
894	31292	3671
895	31334	3637
896	31375	3602
897	31416	3568
898	31449	3533
899	31483	3498
900	31517	3463
901	31552	3428
902	31590	3393
903	31625	3358
904	31659	3323
905	31693	3288
906	31729	3253
907	31764	3218
908	31799	3183
909	31835	3148
910	31872	3113
911	31905	3078
912	31939	3043
913	31974	3008
914	32007	2973
915	32041	2938
916	32077	2903
917	32112	2868
918	32147	2833
919	32181	2798
920	32217	2763
921	32251	2728
922	32286	2693
923	32320	2658
924	32355	2623
925	32390	2588
926	32425	2553
927	32458	2518
928	32492	2483
929	32526	2448
930	32559	2413
931	32593	2378
932	32627	2343
933	32661	2307
934	32695	2272
935	32729	2237
936	32764	2202
937	32799	2167
938	32834	2133
939	32869	2098
940	32904	2063
941	32939	2028
942	32974	1993
943	33008	1958
944	33042	1923
945	33077	1888
946	33112	1853
947	33147	1818
948	33182	1783
949	33217	1748
950	33252	1713
951	33286	1678
952	33321	1643
953	33357	1608
954	33391	1573
955	33425	1538
956	33459	1503
957	33493	1468
958	33527	1433
959	33560	1398
960	33594	1363
961	33629	1328
962	33663	1293
963	33697	1258
964	33730	1223
965	33766	1188
966	33799	1153
967	33833	1118
968	33867	1083
969	33901	1048
970	33935	1013
971	33970	978
972	34004	943
973	34037	908
974	34072	873
975	34107	838
976	34140	803
977	34174	768
978	34211	733
979	34248	698
980	34285	664
981	34318	629
982	34354	594
983	34388	559
984	34422	524
985	34457	489
986	34491	454
987	34527	419
988	34561	384
989	34597	349
990	34632	314
991	34667	279
992	34702	244
993	34736	209
994	34773	174
995	34809	139
996	34842	104
997	34876	69
998	34910	34
999	34945	0
